Emirate_Ar,Emirate_En,Year,اسم المحطة,Type of Location ,نوع موقع المحطة ,Station Name,Month_Ar,Month_En,Category_Type_Ar,Category_Type_En,Value,,,,,,,,,,,,,,,,,
دبي,Dubai,2014,حتا,Down town,وسط المدينة ,Hatta,نوفمبر ,Nov.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),105.0,,,,,,,,,,,,,,,,,
دبي,Dubai,2014,ميناء جبل علي,Industrial ,صناعية  ,Jebel Ali Port,نوفمبر ,Nov.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),34.0,,,,,,,,,,,,,,,,,
دبي,Dubai,2014,شارع الشيخ زايد,Traffic,جانب الطريق,Shk. Zayed Road,نوفمبر ,Nov.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),105.0,,,,,,,,,,,,,,,,,
دبي,Dubai,2014,شارع الشيخ محمد بن زايد,Traffic,جانب الطريق,Sheikh Mohd. Bin Zayed Rd.,نوفمبر ,Nov.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),34.0,,,,,,,,,,,,,,,,,
رأس الخيمة ,Ras Al-Khaimah ,2014,الجير,Residential,سكنية ,Al Jeer,نوفمبر ,Nov.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),75.0,,,,,,,,,,,,,,,,,
رأس الخيمة ,Ras Al-Khaimah ,2014,البريرات,Residential,سكنية ,Al Burairat,نوفمبر ,Nov.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),64.6,,,,,,,,,,,,,,,,,
رأس الخيمة ,Ras Al-Khaimah ,2014,القاسمية,Residential,سكنية ,AL Qasmiah,نوفمبر ,Nov.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),193.8,,,,,,,,,,,,,,,,,
أبوظبي,Abu Dhabi  ,2013,شارع حمدان,Traffic,جانب الطريق,Hamdan Street,نوفمبر ,Nov.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),82.0,,,,,,,,,,,,,,,,,
أبوظبي,Abu Dhabi  ,2013,مدرسة خديجة,Down Town,وسط المدينة ,Khadejah School,نوفمبر ,Nov.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),71.0,,,,,,,,,,,,,,,,,
أبوظبي,Abu Dhabi  ,2013,مدرسة خليفة,Urban/Residential,حضرية/ سكنية,Khalifa School,نوفمبر ,Nov.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),91.0,,,,,,,,,,,,,,,,,
أبوظبي,Abu Dhabi  ,2013,المقطع,Urban/Residential,حضرية/ سكنية,Al Maqta,نوفمبر ,Nov.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),74.0,,,,,,,,,,,,,,,,,
أبوظبي,Abu Dhabi  ,2013,مدينة خليفة أ,Urban/Residential, حضرية/ سكنية,Khalifa City A,نوفمبر ,Nov.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),74.0,,,,,,,,,,,,,,,,,
أبوظبي,Abu Dhabi  ,2013,مدرسة بني ياس,Urban/Residential,حضرية/ سكنية,Baniyas School,نوفمبر ,Nov.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),108.0,,,,,,,,,,,,,,,,,
أبوظبي,Abu Dhabi  ,2013,مصفح,Industrial,صناعية  ,Mussafah ,نوفمبر ,Nov.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),127.0,,,,,,,,,,,,,,,,,
أبوظبي,Abu Dhabi  ,2013,المفرق,Industrial,صناعية,Al Mafraq,نوفمبر ,Nov.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),143.0,,,,,,,,,,,,,,,,,
أبوظبي,Abu Dhabi  ,2013, شارع العين,Traffic,جانب الطريق,Al Ain Street,نوفمبر ,Nov.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),83.0,,,,,,,,,,,,,,,,,
أبوظبي,Abu Dhabi  ,2013,مدرسة العين,Urban/Residential,حضرية/ سكنية,Al Ain Islamic Institute,نوفمبر ,Nov.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),59.0,,,,,,,,,,,,,,,,,
أبوظبي,Abu Dhabi  ,2013,الطوية,Urban/Residential,حضرية/ سكنية,Al Tawia,نوفمبر ,Nov.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),65.0,,,,,,,,,,,,,,,,,
أبوظبي,Abu Dhabi  ,2013,زاخر,Urban/Residential, حضرية/ سكنية,Zakher ,نوفمبر ,Nov.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),48.0,,,,,,,,,,,,,,,,,
أبوظبي,Abu Dhabi  ,2013,سويحان,Urban/Residential,حضرية/ سكنية,Sweihan,نوفمبر ,Nov.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),81.0,,,,,,,,,,,,,,,,,
أبوظبي,Abu Dhabi  ,2013,القوع,Residential,ريفية/ سكنية,Al Qua'a,نوفمبر ,Nov.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),61.0,,,,,,,,,,,,,,,,,
أبوظبي,Abu Dhabi  ,2013,طريق أبوظبي - طريف السريع,Traffic,جانب الطريق,Abu Dhabi- Tarif Road,نوفمبر ,Nov.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),59.0,,,,,,,,,,,,,,,,,
أبوظبي,Abu Dhabi  ,2013, بدع زايد,Urban/Residential,حضرية/ سكنية,Bida Zayed ,نوفمبر ,Nov.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),77.0,,,,,,,,,,,,,,,,,
أبوظبي,Abu Dhabi  ,2013,حبشان,Residential,ريفية/ سكنية,Habshan South ,نوفمبر ,Nov.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),71.0,,,,,,,,,,,,,,,,,
أبوظبي,Abu Dhabi  ,2013,الرويس,Industrial,صناعية  ,Ruwais ,نوفمبر ,Nov.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),74.0,,,,,,,,,,,,,,,,,
أبوظبي,Abu Dhabi  ,2013,مدرسة غياثي,Down Town,وسط المدينة,Gayathi School,نوفمبر ,Nov.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),58.0,,,,,,,,,,,,,,,,,
أبوظبي,Abu Dhabi  ,2013,واحة ليوا,Remote,نائية,Liwa Oasis,نوفمبر ,Nov.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),68.0,,,,,,,,,,,,,,,,,
دبي,Dubai,2013,الكرامة,Urban/Residential, حضرية/ سكنية,Karama,نوفمبر ,Nov.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),61.0,,,,,,,,,,,,,,,,,
دبي,Dubai,2013,تلال الامارات,Urban/Residential,حضرية/ سكنية,Emirates Hills,نوفمبر ,Nov.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),35.0,,,,,,,,,,,,,,,,,
دبي,Dubai,2013,مطار دبي,Urban/Residential,حضرية/ سكنية,Dubai Airport,نوفمبر ,Nov.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),32.0,,,,,,,,,,,,,,,,,
دبي,Dubai,2013,حتا,Down town,وسط المدينة ,Hatta,نوفمبر ,Nov.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),25.0,,,,,,,,,,,,,,,,,
دبي,Dubai,2013,ميناء جبل علي,Industrial ,صناعية  ,Jebel Ali Port,نوفمبر ,Nov.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),98.0,,,,,,,,,,,,,,,,,
دبي,Dubai,2013,شارع الشيخ زايد,Traffic,جانب الطريق,Shk. Zayed Road,نوفمبر ,Nov.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),34.0,,,,,,,,,,,,,,,,,
دبي,Dubai,2013,شارع الشيخ محمد بن زايد,Traffic,جانب الطريق,Sheikh Mohd. Bin Zayed Rd.,نوفمبر ,Nov.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),55.0,,,,,,,,,,,,,,,,,
رأس الخيمة ,Ras Al-Khaimah ,2013,الجير,Residential,سكنية ,Al Jeer,نوفمبر ,Nov.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),110.2,,,,,,,,,,,,,,,,,
رأس الخيمة ,Ras Al-Khaimah ,2013,البريرات,Residential,سكنية ,Al Burairat,نوفمبر ,Nov.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),122.0,,,,,,,,,,,,,,,,,
رأس الخيمة ,Ras Al-Khaimah ,2013,القاسمية,Residential,سكنية ,AL Qasmiah,نوفمبر ,Nov.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),219.8,,,,,,,,,,,,,,,,,
دبي,Dubai,2016,ديره,Residential- ommercial,سكنية-تجارية,Deira,ديسمبر,Dec.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),102,,,,,,,,,,,,,,,,,
دبي,Dubai,2016,تلال الإمارات,Residential,سكنية,Emirates Hills,ديسمبر,Dec.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),93,,,,,,,,,,,,,,,,,
دبي,Dubai,2016,شارع الشيخ زايد,Traffic,جانب الطريق,Shk. Zayed Road,ديسمبر,Dec.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),130,,,,,,,,,,,,,,,,,
دبي,Dubai,2016,شارع الشيخ محمد بن زايد,Traffic,جانب الطريق,Sheikh Mohd. Bin Zayed Rd.,ديسمبر,Dec.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),97,,,,,,,,,,,,,,,,,
الشارقة,Sharjah,2016,الحمرية,Industrial ,صناعية ,Al hummariah,ديسمبر,Dec.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),105,,,,,,,,,,,,,,,,,
الشارقة,Sharjah,2016,كلباء,Residential,سكنية,Kalba,ديسمبر,Dec.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),144,,,,,,,,,,,,,,,,,
عجمان ,Ajman,2016,مشيرف,Residential,سكنية ,Musharif,ديسمبر,Dec.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),113,,,,,,,,,,,,,,,,,
رأس الخيمة ,Ras Al-Khaimah ,2016,الجير,Residential,سكنية ,Al Jeer,ديسمبر,Dec.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),83,,,,,,,,,,,,,,,,,
رأس الخيمة ,Ras Al-Khaimah ,2016,البريرات,Residential,سكنية ,Al Burairat,ديسمبر,Dec.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),114,,,,,,,,,,,,,,,,,
رأس الخيمة ,Ras Al-Khaimah ,2016,القاسمية,Residential,سكنية ,AL Qasmiah,ديسمبر,Dec.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),122,,,,,,,,,,,,,,,,,
رأس الخيمة ,Ras Al-Khaimah ,2016,غليلة,Residential,سكنية ,Ghalilah,ديسمبر,Dec.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),81,,,,,,,,,,,,,,,,,
أبوظبي,Abu Dhabi  ,2015,شارع حمدان,Traffic,جانب الطريق,Hamdan Street,ديسمبر,Dec.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),57,,,,,,,,,,,,,,,,,
أبوظبي,Abu Dhabi  ,2015,مدرسة خديجة,Down Town,وسط المدينة ,Khadejah School,ديسمبر,Dec.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),52,,,,,,,,,,,,,,,,,
أبوظبي,Abu Dhabi  ,2015,مدرسة خليفة,Urban/Residential,حضرية/ سكنية,Khalifa School,ديسمبر,Dec.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),46,,,,,,,,,,,,,,,,,
أبوظبي,Abu Dhabi  ,2015,المقطع,Urban/Residential,حضرية/ سكنية,Al Maqta,ديسمبر,Dec.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),48,,,,,,,,,,,,,,,,,
أبوظبي,Abu Dhabi  ,2015,مدينة خليفة أ,Urban/Residential, حضرية/ سكنية,Khalifa City A,ديسمبر,Dec.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),63,,,,,,,,,,,,,,,,,
